watch_id,user_id,movie_id,watch_date,watch_time_minutes,completion_percentage,liked,recommendation_score
2600,6326,8392,2023-03-05,82,79.45,0,41.69
2601,7323,5267,2026-05-08,93,80.2,0,41.72
2602,4543,3582,2026-04-13,62,56.46,0,25.84
2603,3737,734,2025-10-28,51,75.69,1,62.82
2604,4278,4761,2024-09-12,142,93.62,1,82.36
2605,3243,7751,2021-04-18,38,90.83,0,60.29
2606,3256,9276,2023-09-05,128,96.03,1,72.77
2607,3931,5640,2025-04-15,59,58.31,1,48.98
2608,2153,661,2025-02-09,15,10.94,1,25.13
2609,7215,1616,2025-09-20,109,95.97,1,69.02
2610,6112,4677,2025-08-27,57,66.07,1,62.89
2611,158,1167,2025-03-20,113,81.01,1,71.57
2612,6180,8218,2024-05-05,77,67.04,0,43.66
2613,6336,4944,2025-10-22,48,29.98,1,37.38
2614,6576,8257,2022-04-21,21,39.62,1,52.91
2615,5544,3378,2024-02-13,10,30.4,0,21.07
2616,5896,1896,2026-06-20,45,80.03,1,59.07
2617,4640,2107,2024-11-30,125,69.67,0,42.4
2618,5213,193,2026-01-10,135,96.47,1,76.87
2619,1392,9550,2025-06-20,14,71.47,0,43.11
2620,809,852,2026-01-02,17,59.08,0,27.15
2621,4232,3362,2024-10-24,67,84.63,1,68.05
2622,3440,9223,2025-10-31,5,4.55,1,26.45
2623,2769,8439,2022-06-02,43,31.14,1,37.66
2624,9749,487,2024-06-20,6,11.9,0,14.11
2625,7829,6005,2026-06-22,54,93.9,1,70.2
2626,9984,5132,2025-08-23,20,83.82,0,54.17
2627,1027,476,2023-04-30,27,33.35,0,17.03
2628,1878,7300,2024-09-08,67,66.83,1,63.01
2629,2197,1947,2026-01-16,65,49.84,1,44.91
2630,2164,6631,2021-11-19,107,75.67,0,42.26
2631,1657,2203,2025-08-21,49,72.75,1,58.12
2632,5191,4183,2020-10-24,1,2.33,1,17.37
2633,7798,1070,2024-08-08,51,54.48,1,45.2
2634,6778,4537,2025-12-17,21,12.61,0,0
2635,2021,9087,2026-02-19,85,59.69,1,57.46
2636,4628,6887,2024-07-18,16,72.95,1,72.79
2637,1158,9947,2023-08-28,49,34.53,1,36.63
2638,1100,4777,2026-06-05,50,41.03,0,23.91
2639,6597,8964,2023-09-22,53,64.91,1,60.8
2640,6764,3247,2021-07-30,9,23.67,0,7.06
2641,1184,3987,2020-09-06,150,92.03,0,62.61
2642,1067,5542,2024-01-31,66,63.16,0,37.95
2643,3847,3531,2024-01-02,3,10.1,0,0
2644,336,4038,2024-01-24,65,37.87,0,24.81
2645,2224,232,2026-06-17,24,39.91,0,25.74
2646,4067,9559,2026-03-06,25,35.94,1,44.79
2647,1398,4316,2022-02-25,60,74.96,0,51.03
2648,7132,9567,2024-02-17,78,55.38,0,27.26
2649,1080,4297,2025-08-13,56,48.15,0,35.61
2650,4929,5320,2026-06-06,112,95.72,1,73.9
2651,5473,3762,2023-11-06,76,81.9,0,48.58
2652,542,6961,2025-02-07,4,3.56,0,0
2653,3317,3292,2024-02-01,5,3.4,0,0
2654,4010,9164,2022-09-30,43,37.41,0,27.83
2655,2135,3867,2026-03-15,76,60.11,0,42.41
2656,7529,2250,2022-09-20,12,16.96,0,8.48
2657,605,3118,2023-05-06,19,47.38,0,30.05
2658,3592,6438,2022-09-24,45,66.36,0,48.97
2659,4582,5375,2024-02-24,38,46.92,0,37.69
2660,2569,4079,2021-11-16,128,88.88,1,65.3
2661,7018,5843,2026-01-14,78,78.27,0,53.91
2662,1986,6446,2025-09-14,69,72.56,0,44.46
2663,144,7547,2026-02-06,47,37.34,0,20.12
2664,935,8382,2025-08-14,47,83.54,1,77.49
2665,4440,1020,2021-12-09,37,57.05,0,30.07
2666,8642,8847,2023-09-07,70,43.2,0,32.6
2667,4818,627,2025-10-06,23,29.25,1,36.89
2668,5085,2013,2026-01-02,24,57.93,1,60.43
2669,9629,6484,2025-01-17,98,96.72,1,72.51
2670,3593,1076,2022-12-30,111,62.95,0,29.59
2671,1152,7527,2025-09-17,81,68.56,1,66.24
2672,4380,4391,2023-08-25,54,61.54,1,55.49
2673,9441,2411,2024-02-27,21,45.68,0,20.4
2674,4145,4409,2024-11-29,15,66.96,1,62.73
2675,4505,9035,2025-08-24,106,66.07,0,30.53
2676,4584,381,2024-07-25,44,39.65,0,28.92
2677,3307,2715,2026-06-28,55,34.99,0,14.71
2678,5688,6332,2020-06-10,28,37.61,1,51.74
2679,9709,1811,2022-06-18,24,42.78,1,51.52
2680,9361,7319,2024-02-22,109,80.01,1,74.63
2681,4443,3130,2026-01-23,61,65.29,1,56.2
2682,7646,3495,2026-05-13,123,93,1,76.17
2683,789,5715,2025-03-21,126,87.33,1,72.41
2684,3939,391,2026-05-06,50,38.85,1,42.22
2685,3203,4985,2022-01-01,56,39.96,0,31.71
2686,2745,3668,2025-01-30,150,88.9,0,47.04
2687,9937,6171,2023-10-21,2,3.2,0,7.15
2688,1542,2826,2024-01-25,123,99.69,0,57.34
2689,8333,8143,2020-12-08,103,94.94,1,84.5
2690,8800,4980,2022-03-12,153,93.93,1,76.39
2691,8422,8195,2026-04-02,55,91.39,1,79.59
2692,5300,4358,2023-09-20,72,89.4,1,77.94
2693,9836,3597,2026-04-01,45,75.34,0,49.36
2694,2328,373,2024-04-30,24,90.09,1,71.53
2695,3189,4261,2024-12-16,136,92.84,1,75.6
2696,4262,4240,2026-06-29,46,29.77,0,22.06
2697,7504,6487,2025-09-05,48,35.03,0,26.29
2698,2511,4640,2026-01-24,29,27.53,0,24.7
2699,2533,6587,2025-03-24,54,95.12,1,75.68
2700,3042,2950,2025-12-13,90,66.73,0,37.55
2701,3426,9871,2021-06-24,23,50.18,0,29.72
2702,8001,4031,2026-04-29,141,80.63,0,39.1
2703,2963,9349,2026-06-28,59,96.42,1,71.3
2704,1772,9780,2024-03-08,55,53.25,0,41.34
2705,723,4418,2024-04-13,70,59.17,1,59.04
2706,3986,5302,2025-12-12,1,1.02,0,0
2707,4808,360,2021-05-23,77,74.58,1,59.48
2708,7752,9947,2026-03-30,44,99.27,1,87.88
2709,7656,7548,2024-11-25,4,4.34,0,12.04
2710,2128,1037,2024-05-01,84,85.79,0,43.97
2711,9650,4620,2025-04-17,8,36.6,0,16.98
2712,6961,9501,2026-02-19,11,26.08,0,8.72
2713,133,2436,2025-05-08,86,53.02,1,58.05
2714,8553,7828,2024-10-08,92,78.27,1,69.91
2715,4632,6519,2026-06-17,10,13.41,0,10.42
2716,4570,7080,2025-09-30,96,77.82,1,73.37
2717,7715,7578,2023-10-30,5,20.25,0,11.14
2718,4383,9094,2026-06-20,23,15.96,1,26.41
2719,3692,6279,2025-11-11,78,49.73,0,31.05
2720,2839,3051,2026-03-07,12,49.55,0,35.55
2721,5166,8959,2025-11-19,33,78.27,1,62.05
2722,5752,3290,2022-02-08,32,56.29,0,27.94
2723,5313,7118,2026-03-23,76,56.51,0,43.15
2724,654,9187,2025-01-10,14,22.35,0,3.79
2725,5205,1232,2023-09-30,30,31.51,0,22.02
2726,3996,179,2022-09-13,110,72.9,1,58.15
2727,9808,3052,2025-08-23,26,17.52,0,3.37
2728,3267,8744,2022-03-01,47,35.85,1,44.52
2729,8093,1444,2024-07-07,20,18,0,14.39
2730,5381,6292,2026-05-11,31,22.19,0,12.28
2731,3883,8096,2025-03-23,16,35.09,0,27.2
2732,7986,6213,2024-04-14,95,95.27,1,86.62
2733,7662,2025,2023-12-02,26,58.7,1,54.97
2734,8760,5861,2025-04-03,26,44.62,0,22.61
2735,766,1388,2025-10-16,29,18.7,1,26.31
2736,113,6351,2025-01-16,37,92.81,1,65.75
2737,706,4197,2025-07-16,8,18.74,1,22.86
2738,884,2736,2024-02-26,66,48.09,1,57.29
2739,8622,3616,2025-08-30,2,2.83,0,0.72
2740,1188,4710,2026-01-06,53,42.85,1,49.03
2741,1192,5590,2021-01-17,133,89.13,1,73.97
2742,8280,5729,2025-11-05,20,22.28,0,10.28
2743,4576,9437,2026-05-10,21,14.91,0,1.9
2744,7097,96,2024-04-08,68,54.92,0,32.53
2745,3844,4289,2024-12-03,125,70.78,1,56.4
2746,2408,907,2026-01-14,15,30.7,1,44.25
2747,7541,4865,2025-07-30,52,44.45,1,41.34
2748,8475,1701,2025-05-22,94,57.11,1,50.4
2749,8677,4505,2023-09-30,39,33.72,1,31.52
2750,7996,8720,2023-12-26,50,93.99,1,83.74
2751,1691,8580,2025-05-26,11,32.56,0,13.05
2752,7071,8645,2023-06-27,78,55.78,0,26.15
2753,2953,3476,2023-10-09,90,69.51,1,67.01
2754,5794,9984,2025-01-06,110,66,1,68.32
2755,9318,1094,2024-01-16,20,41.44,0,28.24
2756,7795,5285,2025-04-20,29,47.74,1,39.66
2757,3709,3701,2022-10-13,107,79.5,1,77.44
2758,6518,7956,2024-09-07,13,15.61,0,15.11
2759,5911,498,2024-11-04,64,76.74,1,68.16
2760,1774,301,2026-06-26,105,89.15,0,54.82
2761,7549,1462,2025-12-24,129,90.85,1,64.96
2762,674,824,2021-09-02,2,1.07,0,2.13
2763,7965,6051,2025-04-25,48,30.62,1,47.66
2764,111,3111,2021-10-22,30,24.23,0,12.32
2765,5449,1364,2024-07-01,14,21.05,0,22.35
2766,63,3816,2023-07-05,78,97.67,1,77.89
2767,8498,7699,2025-11-13,56,43.41,0,20.36
2768,9812,1569,2025-02-07,67,94.5,0,63.99
2769,4684,2097,2025-12-23,1,3.81,0,0
2770,3095,1035,2025-10-28,74,69.33,1,54.33
2771,3873,1334,2022-03-30,24,59.43,0,37.23
2772,5509,8931,2025-11-09,73,52.42,0,22.03
2773,5773,4965,2026-06-10,68,58.8,0,37.29
2774,5029,7749,2025-10-20,87,52.92,0,27.03
2775,4932,393,2021-02-19,33,76.11,1,69.74
2776,4186,4451,2024-07-03,12,10.88,0,12.73
2777,253,9777,2026-03-22,6,3.67,0,7.4
2778,5713,1276,2025-04-11,97,86.17,0,47.52
2779,5235,9008,2026-04-10,6,4.13,0,0
2780,8220,3925,2023-03-07,42,28.21,0,16.42
2781,6749,2995,2021-11-07,9,25.7,0,13.87
2782,3474,7855,2026-06-30,13,26.95,0,12.29
2783,8958,4761,2026-05-04,168,98.11,1,80.2
2784,5005,7163,2025-12-17,111,61.91,0,34.02
2785,5372,587,2025-03-04,21,16.24,0,9.41
2786,8482,2266,2026-03-24,5,11.32,1,24.85
2787,9662,7431,2026-04-09,57,49.82,0,37.34
2788,8472,7963,2025-12-07,3,2.03,0,0
2789,5789,7329,2020-10-04,62,40.29,0,24.87
2790,9125,6354,2026-05-23,25,73.74,1,57.4
2791,1175,7635,2025-03-27,28,27.49,1,45.29
2792,9531,3708,2022-04-23,19,57.06,0,25.28
2793,4401,4461,2024-04-30,99,71.71,1,56.27
2794,9567,9594,2025-06-17,78,73.89,1,72.1
2795,9330,2031,2022-03-28,8,36.24,0,26
2796,9267,126,2023-12-27,63,48.89,1,42.71
2797,1771,9335,2025-04-12,3,12.46,0,16.36
2798,2878,2442,2023-09-09,20,60.08,0,37.03
2799,3902,3805,2025-11-17,1,2.35,0,0
2800,3811,6526,2023-06-06,30,30.82,1,38.99
2801,976,5887,2022-06-18,26,45.12,1,53.35
2802,9638,5298,2025-03-26,66,80.26,1,76.46
2803,7536,1207,2026-06-11,79,96.93,1,80.89
2804,9641,2698,2025-10-03,66,38.39,0,28.86
2805,3740,3074,2024-10-11,20,10.95,0,3.65
2806,3095,9835,2023-03-24,12,18.6,0,3.43
2807,2865,4342,2023-11-07,42,28.87,1,45.89
2808,1282,7483,2024-03-28,62,66.96,0,35.86
2809,726,2977,2025-12-19,17,11.46,1,35.57
2810,4839,3799,2026-06-25,39,48.52,1,40.62
2811,6878,796,2025-12-15,107,60.3,1,51.86
2812,5489,6038,2026-01-03,136,95.53,1,69.75
2813,1721,89,2020-05-03,62,44.08,0,30.61
2814,8821,4665,2026-04-10,28,32.71,1,43.79
2815,3439,1092,2024-12-03,12,26.45,1,36.04
2816,7274,307,2024-02-07,17,29.71,0,23.73
2817,7640,3837,2024-12-06,5,11.22,0,4.64
2818,3531,5972,2023-11-02,12,15.67,1,35.87
2819,2250,5890,2025-07-16,17,18.18,0,15.19
2820,1315,2357,2024-06-04,9,23.67,1,32.46
2821,3019,2530,2026-02-14,104,85.33,1,72.23
2822,4455,3049,2026-06-01,42,24.93,0,15.33
2823,832,2804,2026-05-20,3,9.32,0,3.61
2824,5779,4951,2026-06-10,47,57.68,1,49.33
2825,3659,5868,2025-06-22,88,66.54,1,64.36
2826,4102,3512,2020-05-29,77,74.48,1,55.91
2827,4207,8351,2025-05-15,15,25.9,0,17.55
2828,6824,874,2026-03-08,133,85.63,0,45.96
2829,6942,2201,2024-08-06,52,42.82,0,20.12
2830,194,6265,2024-01-13,19,37.26,1,37.5
2831,1169,9267,2025-02-10,57,43.16,1,38.46
2832,1360,1979,2024-03-07,16,26.48,0,9.72
2833,9945,6893,2026-02-17,87,84.23,1,73.92
2834,462,1136,2022-02-07,105,62.42,1,51.44
2835,8726,2032,2025-08-22,13,49.5,0,23.05
2836,435,6370,2024-09-04,54,80.87,1,73.01
2837,4494,2841,2025-05-29,121,97.65,1,78.71
2838,9896,304,2026-03-29,79,54.83,0,29.77
2839,2298,53,2026-06-05,91,94.49,1,80.22
2840,7171,7027,2025-01-29,33,38.98,1,40.9
2841,8855,5263,2026-06-04,93,63.92,1,65.93
2842,110,4031,2025-08-14,65,68.07,0,49.79
2843,4648,6132,2026-01-30,105,84.16,1,76.04
2844,9145,1863,2026-05-18,51,31.91,1,31.63
2845,7249,9227,2024-10-18,31,65.44,0,35.15
2846,2358,2995,2021-11-07,22,29.14,1,28.49
2847,9723,246,2025-10-29,115,75.87,1,71.53
2848,3898,4343,2023-11-06,45,34.52,1,47.27
2849,3203,7273,2025-03-14,10,17.45,0,12.44
2850,994,4616,2024-05-14,52,91.3,1,83.87
2851,1158,1856,2023-02-02,75,76.15,1,74.23
2852,9305,6998,2026-02-08,132,95.45,1,78.54
2853,5272,7258,2022-07-21,39,22.8,0,10.5
2854,6292,8756,2025-06-06,32,19.26,0,18.46
2855,4765,4093,2025-09-04,86,58.85,1,49.83
2856,5002,7025,2024-03-09,65,48.64,1,50.43
2857,5086,8404,2020-11-29,3,6.38,0,10.34
2858,8600,565,2025-10-01,12,7.48,0,3.72
2859,6650,3135,2026-02-19,70,48.9,0,33.48
2860,6543,2838,2026-01-02,12,9.5,0,2.02
2861,1117,7875,2026-04-19,64,65.66,0,47.8
2862,1339,6858,2025-07-30,146,92.32,1,77.57
2863,9038,3324,2023-09-19,51,28.07,0,21.9
2864,6070,525,2024-05-04,20,12.01,0,8.91
2865,9251,9629,2026-06-18,20,45.38,0,28.23
2866,1572,767,2025-04-02,19,54.76,1,56.74
2867,8592,703,2023-08-02,25,81.7,1,77.18
2868,3258,8961,2026-05-12,13,12.76,0,13.57
2869,1400,2356,2025-07-24,26,22.19,1,33.33
2870,3310,5084,2026-01-11,37,23.08,0,4.45
2871,6884,1386,2026-04-16,9,8.28,0,0
2872,765,9098,2019-08-15,12,7.4,0,10.89
2873,543,2256,2024-01-20,48,41.24,0,17.76
2874,5082,1211,2025-12-19,22,15.59,0,13.52
2875,7234,7901,2025-07-06,20,68.52,1,54.11
2876,5351,3684,2025-10-19,91,68.01,1,63.15
2877,7263,4069,2026-04-07,91,71.3,1,62.48
2878,3017,6542,2026-04-01,37,76.81,0,52.63
2879,4529,205,2023-11-27,36,31.51,0,11.21
2880,5069,4215,2025-08-22,53,70.33,0,46.27
2881,1620,9700,2025-04-10,73,56.23,0,37
2882,3929,8213,2024-10-15,1,2.72,0,6.95
2883,7292,2898,2021-08-07,124,87.99,0,58.7
2884,4797,1450,2025-06-25,29,33.24,1,35.74
2885,497,1948,2026-06-07,18,10.82,0,6.83
2886,2839,8398,2025-01-25,20,11.23,1,19.97
2887,4680,3872,2025-08-25,63,89.43,1,81.26
2888,1476,4295,2026-01-24,39,63.41,1,52.49
2889,7639,7956,2025-05-03,23,41.06,1,45.87
2890,4212,104,2025-03-10,80,46.76,0,26.48
2891,7213,4977,2026-03-24,24,36.25,0,16.59
2892,7602,2274,2024-09-09,103,99.46,1,83.34
2893,8659,600,2025-02-27,25,81.28,0,52.24
2894,914,8552,2026-02-27,25,19.63,1,34.53
2895,7652,1776,2025-07-24,94,96.91,1,77.03
2896,4920,3204,2026-06-25,134,87.79,1,80.86
2897,3127,8212,2026-06-13,18,48.67,0,30.98
2898,6802,1669,2025-08-12,10,39.48,0,14.71
2899,8206,8981,2025-04-04,74,50.87,1,41.86
2900,3140,4989,2022-11-30,4,6.88,0,0
2901,7857,1489,2024-12-31,90,73.61,1,56.06
2902,2398,5114,2026-06-06,119,93.32,1,81.35
2903,4269,2355,2024-07-31,36,30.56,0,9
2904,9948,6253,2025-10-04,71,43.15,1,38.78
2905,5823,9351,2025-06-25,13,39.09,1,48.24
2906,5801,7742,2025-12-20,42,47.73,0,37.69
2907,1689,6316,2025-05-25,70,44.75,0,19.19
2908,4866,4807,2025-02-27,81,52.16,0,32.75
2909,26,175,2025-04-30,11,46.99,0,26.37
2910,183,4120,2024-01-26,104,64.5,1,48.9
2911,3874,2564,2025-02-26,20,31.55,0,17.44
2912,253,7582,2026-04-07,100,69.25,1,68.63
2913,5556,2780,2026-01-06,60,42.42,0,21.12
2914,6486,8904,2026-03-29,62,62.91,1,48.1
2915,1968,4709,2024-02-08,142,95.31,1,80.02
2916,6814,6620,2023-05-28,18,25.92,0,8.94
2917,6475,7367,2024-06-23,32,19.93,1,34.03
2918,4973,1330,2023-12-08,41,57.94,1,62.61
2919,7240,7313,2024-11-19,70,69.05,1,69.47
2920,4344,8102,2025-01-28,34,89.94,0,59.51
2921,3478,6775,2026-05-17,8,5.14,0,11.18
2922,4215,2674,2022-09-13,3,10.05,1,29.24
2923,4685,9205,2020-01-22,23,83.83,1,60.91
2924,7250,9652,2023-12-28,79,54.06,0,23.76
2925,5688,9169,2024-02-24,30,79.63,0,53.92
2926,9595,9803,2026-01-23,6,7.99,0,2.8
2927,8753,4163,2022-04-15,102,93.15,1,79.45
2928,9673,5328,2022-10-03,25,16.13,0,0
2929,4007,5007,2021-12-11,17,20.26,0,10.49
2930,6935,1875,2019-07-24,4,6.12,0,0
2931,9067,5072,2020-12-26,72,63.89,1,62.63
2932,8478,3159,2020-05-14,160,99.76,0,61.78
2933,7655,725,2022-10-19,80,53.91,1,46.23
2934,4570,7255,2025-03-31,52,39.19,0,20.1
2935,8355,8224,2024-06-03,111,82.43,1,72.16
2936,3319,9456,2026-04-10,13,46.19,0,20.67
2937,9858,6895,2023-07-26,13,44.05,1,44.54
2938,5578,8945,2025-09-18,99,83.52,1,66.63
2939,8716,1715,2025-10-16,115,66.29,1,60.33
2940,1426,9446,2024-07-22,79,85.91,1,72.48
2941,9662,4917,2025-06-10,9,15.28,0,16.15
2942,620,4385,2026-03-02,30,46.57,0,33.25
2943,83,8925,2024-04-03,102,72.02,0,42.02
2944,3025,2975,2026-02-18,29,28.28,0,17.23
2945,7738,9994,2025-01-19,101,78.42,1,69.68
2946,5825,3088,2025-05-18,27,42.49,1,52.58
2947,1764,5707,2022-09-05,79,56.89,1,46.95
2948,2007,7720,2024-09-19,6,5.88,0,0
2949,8229,8100,2023-01-06,36,35.84,0,16.04
2950,197,3466,2026-03-27,6,12.17,0,0.05
2951,1278,8171,2022-06-13,26,21.04,0,21.56
2952,1857,2290,2026-01-18,12,7.48,1,15.36
2953,2824,8367,2022-10-04,15,9.99,1,19.7
2954,6454,9343,2025-05-23,26,36.79,0,23.6
2955,6587,1529,2023-03-21,17,17.65,0,14.33
2956,1991,4423,2025-08-11,67,48.67,0,23.21
2957,6073,2733,2025-06-09,20,78.76,1,71.35
2958,9251,6368,2026-01-16,61,41.74,0,20.93
2959,5760,561,2026-02-09,23,16.57,1,23.94
2960,2869,7468,2025-06-01,61,48.57,0,22.79
2961,6073,156,2024-08-03,17,11.69,0,6.85
2962,6758,3991,2024-11-02,12,8.24,0,7.24
2963,6944,9275,2024-10-28,94,88.3,0,57.83
2964,1462,3153,2025-06-02,26,27.03,1,39.77
2965,7718,6904,2025-10-31,39,53.65,1,55.29
2966,7516,5791,2023-06-19,48,28.28,1,29.45
2967,4953,5953,2026-02-18,36,50.87,0,23.53
2968,2232,4685,2023-11-28,8,34.48,1,41.87
2969,9037,3184,2025-08-04,96,71.27,1,71.11
2970,8016,4655,2026-06-07,7,4.89,0,0
2971,2446,1144,2025-06-10,31,32.9,0,11.08
2972,3091,3244,2026-06-28,24,22.6,1,43.55
2973,4372,7554,2025-03-23,87,62.31,0,33.3
2974,4173,8045,2026-05-09,8,6.07,0,1.55
2975,2868,5246,2021-10-12,78,58.82,1,64.8
2976,1690,997,2025-12-18,92,59.89,1,52.64
2977,2428,2555,2022-04-05,134,81.1,1,68.69
2978,7212,9982,2026-06-19,3,2.63,0,0
2979,8876,989,2026-03-25,17,15.23,0,8.78
2980,913,8046,2026-04-28,121,96.72,1,75.02
2981,3419,4529,2024-04-22,106,89.16,1,64.4
2982,982,1141,2026-02-22,140,94.78,1,67.68
2983,1472,2003,2026-01-30,129,88.37,1,80.77
2984,2806,9931,2022-04-12,94,59.1,0,34.66
2985,2468,7031,2026-06-27,47,83.77,0,59.04
2986,9405,7441,2023-09-29,59,47.02,1,53.17
2987,9571,8814,2024-12-28,119,93.44,1,80.13
2988,7568,2556,2026-06-09,37,56.08,1,62.76
2989,4558,3425,2025-06-20,114,95.97,1,82.62
2990,8947,8386,2025-05-28,8,9.58,0,8.64
2991,4508,5787,2025-07-05,62,47.34,1,54.97
2992,686,9651,2025-10-21,76,56.99,1,50.15
2993,5232,6858,2024-04-02,125,72.57,0,47.19
2994,3336,295,2024-04-04,54,38.77,1,43.45
2995,7272,1887,2025-07-24,56,80.07,0,43.9
2996,6534,7025,2025-02-02,80,59.6,1,48.75
2997,8845,1950,2026-03-13,30,38.21,0,15.85
2998,6469,4291,2024-03-08,34,22.89,0,13.86
2999,6507,6554,2023-12-31,56,96.21,0,51.05
3000,5309,7737,2021-01-16,104,99.58,1,71.77
3001,8320,6975,2025-07-24,85,72.48,1,55.82
3002,8095,7755,2025-05-04,105,78.96,0,53.87
3003,4190,1749,2024-07-14,21,58.96,0,30.26
3004,9787,8279,2025-01-04,50,71.88,1,66.31
3005,9239,1273,2022-11-11,82,73.41,1,57.37
3006,6856,4065,2024-05-27,32,41.37,0,18.56
3007,181,5434,2024-12-13,71,58.45,0,43.31
3008,1083,7903,2025-05-11,29,81.84,1,62.72
3009,786,3541,2025-04-13,6,16.56,1,27.63
3010,5436,140,2025-04-10,75,56.53,1,62.21
3011,557,927,2025-10-19,17,47.83,1,52.96
3012,9613,4462,2024-03-11,28,85.77,1,62.94
3013,8804,6261,2026-02-03,30,33.45,1,34.05
3014,8335,8860,2024-07-08,29,22.79,0,7.14
3015,1791,6999,2024-08-09,54,61.55,1,49.29
3016,3819,8162,2024-02-17,22,27.51,1,34.81
3017,5386,7126,2026-06-01,111,96.45,1,73.22
3018,7866,6531,2025-04-29,36,71.16,1,57.86
3019,148,3488,2026-01-20,100,76.04,1,64.88
3020,3829,6739,2026-06-02,32,22.05,0,18.2
3021,1074,4403,2024-02-26,9,28.85,0,19.05
3022,9176,1411,2025-08-17,43,73.4,0,38.98
3023,4847,3646,2022-02-21,64,44.51,0,20.06
3024,9006,7620,2026-02-21,35,30.35,0,26.27
3025,678,1591,2026-02-01,34,24.37,0,15.2
3026,7748,2700,2022-12-05,29,25.39,1,26.15
3027,8657,8496,2024-05-24,55,50.48,1,52.02
3028,763,3205,2026-04-27,34,34.88,1,32.31
3029,1537,179,2025-12-10,34,51.75,1,51.76
3030,3708,24,2021-10-27,86,88.4,1,68.14
3031,1219,7412,2026-02-07,130,76.86,1,69.89
3032,865,8950,2026-03-30,16,38.73,0,33
3033,2449,1736,2025-07-15,42,82.19,1,66.71
3034,919,3277,2025-11-30,36,66.81,1,50.48
3035,2025,3752,2022-02-05,16,38.69,1,34.89
3036,6914,3202,2025-04-19,24,76.19,0,51.4
3037,1422,1367,2024-02-19,43,31.75,0,10.77
3038,3217,1764,2026-05-26,14,31.11,1,34.7
3039,7828,4519,2021-10-20,22,20.49,0,8.07
3040,8995,2732,2022-06-29,108,63.99,0,36.02
3041,7321,8345,2024-02-07,88,48.94,0,24.58
3042,9225,8457,2026-05-10,2,9.13,0,7.62
3043,7466,2163,2024-11-05,41,64.92,0,38.88
3044,8605,3896,2026-04-22,59,74.63,1,66.17
3045,5311,4076,2025-11-21,72,54.6,1,47.17
3046,9823,4315,2022-02-14,92,75.72,1,61.53
3047,5577,4893,2023-08-27,93,82.02,0,39.68
3048,8671,4058,2025-03-31,37,25.89,1,33.97
3049,8185,3259,2024-12-31,91,61.64,1,51.24
3050,2310,7345,2026-04-28,15,71.72,1,67.66
3051,7062,4358,2024-02-20,47,59.37,0,30.04
3052,2038,7445,2026-03-22,36,62.91,1,62.39
3053,4686,3933,2023-09-19,26,22.89,0,22.94
3054,8641,3864,2020-05-30,101,99.17,1,71.89
3055,8677,1615,2024-02-08,21,30.76,0,20.63
3056,4580,9965,2023-09-19,21,44.92,1,52.53
3057,7526,4627,2023-07-12,49,32.85,0,23.43
3058,6412,3713,2024-03-01,28,42.61,1,44.75
3059,5035,7716,2022-02-01,43,28.93,0,7.57
3060,4515,8981,2023-01-26,28,17.7,0,10.34
3061,1086,3401,2025-12-11,42,73.26,1,71.93
3062,9389,2778,2025-09-08,85,63.13,0,44.07
3063,6563,4616,2023-09-04,168,94.08,1,81.11
3064,7440,923,2025-07-06,53,39.97,0,21.19
3065,6803,9888,2021-11-21,73,56.13,1,59.54
3066,6099,8186,2024-10-01,14,24.73,0,7.29
3067,5122,5728,2023-12-24,78,74.54,1,59.03
3068,6995,1352,2022-12-05,13,65.08,1,57.3
3069,4201,2490,2023-07-18,22,71.69,1,60.61
3070,6094,4398,2023-02-04,2,3.18,0,2.04
3071,9191,8907,2026-01-28,38,65.51,0,36.77
3072,7810,2671,2024-03-25,5,7.07,1,28.97
3073,8486,1930,2025-10-18,1,1.36,1,22.27
3074,7521,7932,2025-05-04,29,56.58,0,34.86
3075,3253,8374,2026-01-28,53,59.27,1,56.56
3076,9897,5667,2025-08-14,130,87.86,1,77.6
3077,1242,439,2026-06-28,114,86.13,1,72.78
3078,5464,4052,2026-05-05,41,82.56,1,61.96
3079,9632,5160,2022-02-23,88,59.32,1,55.53
3080,6204,203,2025-03-09,85,82.32,0,54.38
3081,2401,7928,2025-06-10,43,35.24,0,13.44
3082,9100,1159,2025-11-03,86,80.75,1,59.49
3083,9601,8193,2025-05-14,51,28.98,1,46.96
3084,6705,173,2024-10-23,89,84,1,73.74
3085,145,1709,2025-03-04,102,63.07,0,38.03
3086,2993,9543,2024-12-05,27,17.59,0,13.51
3087,6028,765,2026-06-01,33,22.92,0,18.98
3088,2122,8860,2019-01-29,5,2.84,1,19.2
3089,6561,9076,2025-03-05,35,28.55,0,26.72
3090,277,5964,2024-12-18,97,99.78,1,73.43
3091,7765,9732,2021-05-20,22,29.11,0,10.67
3092,4932,5250,2023-02-08,16,8.71,0,0
3093,4793,4722,2026-05-21,37,97.33,1,80.48
3094,2419,6576,2025-01-03,61,52.36,1,60.84
3095,9801,2766,2026-05-12,1,1.62,0,0
3096,179,4836,2021-03-23,50,57.6,1,46.36
3097,5919,4598,2024-12-26,42,73.6,1,68.39
3098,9912,2787,2026-05-22,112,70.09,1,61.44
3099,100,8803,2025-12-07,141,91.85,0,59.79
3100,7200,4584,2026-05-25,162,94.52,1,77.85
3101,9476,5445,2023-06-10,158,97.15,0,53.22
3102,9303,5854,2026-01-02,21,64.87,0,42.06
