movie_id,title,genre,language,release_year,imdb_rating,director,revenue
1527,Golden Voyage,Crime,English,2013,7.8,Hana Kim,19834028.73
1528,Frozen Voyage,Sci-Fi,Korean,2024,3.3,Priya Silva,10031742.89
1529,Crimson Symphony,Action,Mandarin,1981,5.4,Hana Reddy,7089577.54
1530,Secret Kingdom,Sci-Fi,Telugu,1985,5.4,Yuki Smith,18797000.81
1531,Frozen Legacy,Adventure,English,2001,5.4,Aiko Kumar,5869730.18
1532,Crimson Voyage,Documentary,French,1997,4.4,Maria Patel,10572180.05
1533,Forgotten Shadows,Drama,Spanish,1983,3.4,Sofia Rossi,5951174.01
1534,Burning Symphony,Fantasy,English,1995,4.8,Anjali Chen,4282863.74
1535,Dark Journey,Documentary,Telugu,2003,6.5,Raj Garcia,4851110.7
1536,Crimson Voyage,Horror,English,1999,3.7,Carlos Patel,11827727.64
1537,Sacred Garden,Documentary,Spanish,2025,2.5,Wei Costa,16064757.11
1538,Hidden Journey,Comedy,French,1981,7.1,James Costa,10383935.74
1539,Forgotten Path,Drama,Tamil,1991,9.4,Yuki Muller,12601089.45
1540,Midnight Journey,Horror,German,2018,8.9,David Kim,8503331.88
1541,Burning Empire,Documentary,English,2000,9.2,Anjali Muller,3909268.36
1542,Midnight Island,Drama,Japanese,1994,5,Maria Kapoor,18385029.17
1543,Frozen Empire,Horror,Hindi,1994,8.5,Raj Lee,9728321.73
1544,Midnight Storm,Animation,Portuguese,1997,4.9,Wei Nolan,7292184.79
1545,Silent Horizon,Horror,Hindi,1985,2,Luis Garcia,14062480.67
1546,Distant Voyage,Fantasy,English,1996,2.7,Arjun Smith,13407808.74
1547,Shattered Flame,Sci-Fi,English,2005,6.5,Wei Lee,3061912.23
1548,Frozen Voyage,Animation,English,2016,8,Emma Kapoor,719102.16
1549,Crimson Storm,Romance,Tamil,2025,7.7,Chris Nolan,769236.43
1550,Dark Path,Action,Tamil,2001,7.8,Wei Fernandes,10845033.34
1551,Hidden Storm,Sci-Fi,French,1991,8.9,Sanjay Rossi,15455015.78
1552,Silent Legacy,Drama,French,2006,4.8,Arjun Kapoor,439163.74
1553,Burning Heart,Romance,Hindi,2020,3,Wei Wong,16175160.75
1554,Hidden Flame,Animation,Italian,2006,9,Wei Muller,10760216.98
1555,Last Horizon,Crime,English,1994,3,Sanjay Fernandes,6089617.78
1556,Broken Horizon,Drama,English,2022,7.9,Yuki Garcia,7025725.09
1557,Forgotten War,Action,Japanese,2005,8.7,Hana Smith,13684470.94
1558,Hidden Voyage,Documentary,Spanish,1985,2.7,Aiko Silva,18980044.8
1559,Sacred Symphony,Animation,German,2013,3.4,Elena Muller,18223072.56
1560,Sacred Flame,Comedy,English,1989,2.6,James Nolan,19102158.75
1561,Rising Kingdom,Action,English,2009,9.2,Sofia Kapoor,14829862.48
1562,Sacred Journey,Adventure,English,2010,5.3,James Reddy,12342484.11
1563,Burning Echo,Drama,Korean,1987,8.3,Anjali Sharma,9920107.55
1564,Shattered Island,Crime,English,1996,2.2,Michael Patel,6079605
1565,Shattered Garden,Drama,French,1989,3.7,Anjali Nolan,13898639.04
1566,Rising Storm,Drama,Telugu,2020,3.7,Michael Reddy,13247848.49
1567,Forgotten Dream,Sci-Fi,Spanish,2022,3.7,Arjun Garcia,17133182.86
1568,Endless Heart,Thriller,Tamil,2007,6.4,Emma Fernandes,441920.17
1569,Sacred City,Crime,Spanish,1998,4.5,Arjun Kumar,1279220.45
1570,Midnight Echo,Fantasy,Mandarin,2006,4.8,Aiko Fernandes,19170361.94
1571,Last Horizon,Animation,English,2014,2.4,Emma Lee,34358419.28
1572,Rising Horizon,Thriller,Japanese,2021,7,Raj Kim,66693373.24
1573,Frozen Storm,Thriller,Hindi,1999,5,Chris Costa,10187307.09
1574,Golden Storm,Romance,Hindi,2001,3.3,James Lee,79034474.17
1575,Shattered Legacy,Horror,French,1997,3.9,James Nolan,104882361.3
1576,Distant City,Romance,Portuguese,2009,6.4,Carlos Garcia,11917855.97
1577,Lost Flame,Animation,Portuguese,2010,4.5,Anjali Patel,278980.21
1578,Hidden Truth,Sci-Fi,Mandarin,2013,5.9,Michael Kapoor,128948623.9
1579,Silent Horizon,Drama,Japanese,1982,4.6,Michael Silva,3172127.7
1580,Silent Empire,Fantasy,Hindi,1986,3,Michael Reddy,19630736.84
1581,Rising Flame,Horror,Portuguese,2026,4.3,James Anderson,15298730
1582,Silent Garden,Drama,English,2014,4.1,Anjali Rossi,10493334.92
1583,Midnight Shadows,Romance,French,1996,4.8,Anjali Fernandes,3822796.21
1584,Golden Empire,Comedy,Spanish,2016,2.9,Maria Kapoor,17965561.63
1585,Frozen Path,Adventure,Japanese,2005,2.1,James Kapoor,6642560.32
1586,Sacred Empire,Sci-Fi,Hindi,2026,2.6,Anjali Rossi,14194488.95
1587,Last Empire,Adventure,Mandarin,1985,2.6,Aiko Watanabe,174673352
1588,Sacred Kingdom,Documentary,English,2009,6,Priya Iyer,7985757.94
1589,Endless Storm,Sci-Fi,Spanish,2010,2.3,Carlos Silva,11906003.92
1590,Dark Symphony,Drama,Portuguese,2016,3.4,Priya Garcia,18932378.87
1591,Sacred Echo,Crime,English,1982,6.6,Sanjay Kim,8054992.87
1592,Golden Legacy,Crime,Tamil,1980,2.4,Aiko Nolan,173962686.7
1593,Distant Horizon,Romance,Hindi,2004,3.9,Sofia Chen,89538147.24
1594,Endless Truth,Action,English,1997,7.2,Sanjay Patel,124779554.2
1595,Broken Voyage,Action,English,2024,9.2,Raj Sharma,19643452.17
1596,Golden Horizon,Animation,Spanish,1994,7.6,Michael Wong,4001243.08
1597,Silent Echo,Romance,French,2002,4.1,Michael Chen,15533758.26
1598,Golden Truth,Thriller,Mandarin,2018,9.1,Luis Iyer,16593603.4
1599,Burning Island,Sci-Fi,English,2005,6.8,Arjun Watanabe,17382962.75
1600,Broken Flame,Horror,Telugu,1985,9.3,Aiko Wong,18672239.95
1601,Wild War,Drama,Tamil,2009,5.5,Sanjay Fernandes,7706503.63
1602,Secret Echo,Drama,Telugu,1999,9.5,Nina Rossi,5760954.63
1603,Lost Kingdom,Sci-Fi,Spanish,1994,2.9,Yuki Nolan,6262572.96
1604,Rising Journey,Action,Mandarin,2018,8.9,Sanjay Costa,11663831.09
1605,Endless Journey,Thriller,Hindi,2019,6.6,Michael Smith,3877201.93
1606,Eternal River,Sci-Fi,Japanese,1980,8.5,Anjali Sharma,912003762
1607,Silent Heart,Thriller,English,1987,8.5,Elena Costa,5233872.62
1608,Silent Journey,Crime,Tamil,2012,7.5,Michael Reddy,15250014.56
1609,Rising Voyage,Fantasy,Japanese,1986,5.8,Carlos Chen,8399249.36
1610,Golden Heart,Documentary,Hindi,2000,7.8,Emma Muller,5949128.41
1611,Hidden War,Drama,Hindi,2022,8.8,Michael Garcia,1866149.44
1612,Shattered Storm,Drama,English,2008,4.8,Yuki Smith,10757654.32
1613,Hidden River,Thriller,English,1983,7.4,David Nolan,974954.87
1614,Silent Island,Horror,Hindi,2011,5.6,James Lee,14023925.65
1615,Sacred Voyage,Thriller,Spanish,2007,7.3,David Lee,19862300.91
1616,Distant Dream,Sci-Fi,English,2019,3.6,Maria Anderson,6695115.35
1617,Secret Dream,Thriller,Korean,2014,9.5,Maria Patel,10654709.84
1618,Sacred Empire,Comedy,German,2026,7.2,Luis Reddy,13186235.48
1619,Crimson City,Documentary,Mandarin,2006,5.1,Hana Kim,2056802.06
1620,Rising Voyage,Drama,English,1993,8.6,Emma Fernandes,107894885.7
1621,Sacred City,Crime,English,2010,5.7,Arjun Garcia,7674592.1
1622,Burning Voyage,Romance,Portuguese,1986,3.7,Nina Sharma,17473117.41
1623,Eternal Path,Romance,English,1984,7.1,Nina Anderson,711669012.7
1624,Burning Echo,Action,Hindi,1981,2.6,Arjun Patel,2593232.58
1625,Sacred Storm,Horror,English,2026,8.7,Nina Nolan,84020429.64
1626,Rising Shadows,Documentary,Spanish,2026,9.1,Hana Lee,17423538.93
1627,Dark Garden,Documentary,French,2001,5.7,Hana Anderson,107542724.2
1628,Frozen Kingdom,Thriller,English,2012,5.1,Raj Wong,19767001.64
1629,Lost Legacy,Documentary,Spanish,1999,6,Maria Patel,410804.27
1630,Sacred Journey,Horror,Hindi,2001,7,Emma Lee,5385051.34
1631,Wild Garden,Thriller,Portuguese,1985,9.1,Emma Nolan,8349781.85
1632,Burning Island,Crime,English,1995,7.1,Hana Wong,65935725.01
1633,Wild City,Action,Hindi,2007,8.6,Aiko Lee,11261469.65
1634,Hidden River,Adventure,English,2006,8.1,Luis Garcia,525891.25
1635,Shattered Path,Documentary,Hindi,2002,8.7,Nina Lee,1904184.98
1636,Broken Horizon,Fantasy,English,2022,4.4,Luis Anderson,2189289.1
1637,Hidden Truth,Documentary,English,2008,5.1,Arjun Lee,6359242.57
1638,Dark Legacy,Fantasy,Spanish,1988,7.4,Chris Iyer,14590455.88
1639,Shattered Shadows,Sci-Fi,Hindi,1987,6,Raj Kapoor,11306588.82
1640,Silent Empire,Fantasy,Tamil,2010,4.7,Luis Anderson,17969554.13
1641,Broken Voyage,Sci-Fi,Hindi,2011,6.1,Anjali Reddy,4324450.79
1642,Endless Symphony,Documentary,German,2007,8.6,Nina Lee,5621029.99
1643,Eternal Island,Adventure,French,1996,5.2,Sofia Reddy,3348246.81
1644,Secret Shadows,Fantasy,Spanish,1983,3,Elena Costa,18451128.01
1645,Frozen Kingdom,Horror,Hindi,1990,7.1,Sanjay Chen,17118894.57
1646,Broken Journey,Romance,English,1986,2.7,Aiko Reddy,6739891.48
1647,Rising Legacy,Action,Tamil,1981,8.5,Elena Wong,18917158.09
1648,Sacred Flame,Animation,English,2005,6.2,Priya Iyer,9763520.59
1649,Eternal Truth,Animation,Telugu,1983,2.1,Hana Iyer,8109569.75
1650,Wild Dream,Sci-Fi,Hindi,1992,2.7,Emma Kumar,15732361.25
1651,Endless Dream,Adventure,English,1983,7.8,David Anderson,8075835.84
1652,Midnight Garden,Thriller,English,2026,4.1,Anjali Kumar,1607643.47
1653,Lost River,Sci-Fi,English,2016,8.1,Carlos Fernandes,113777620.9
1654,Crimson Storm,Fantasy,Hindi,2025,7.8,Emma Iyer,10845544.58
1655,Silent Garden,Documentary,Tamil,1987,8.8,Sofia Kim,9268952.06
1656,Hidden Heart,Documentary,English,1992,5.3,Wei Kumar,744346559.4
1657,Burning Kingdom,Crime,Spanish,1988,4.8,Priya Rossi,8630104.22
1658,Dark Horizon,Horror,Japanese,2018,4.3,Anjali Silva,19318163.9
1659,Eternal Legacy,Crime,Hindi,1995,3.3,Aiko Lee,1197057448
1660,Hidden Flame,Fantasy,English,2013,8,Raj Nolan,25808625.7
1661,Shattered Kingdom,Horror,German,2007,4.4,Hana Patel,18023760.87
1662,Shattered Island,Animation,Hindi,1980,4.7,Sanjay Rossi,7117071.67
1663,Midnight City,Crime,Korean,1989,6.8,Yuki Rossi,1761528.89
1664,Dark Empire,Crime,English,2000,6,Wei Sharma,2106961377
1665,Lost Island,Thriller,Tamil,1984,3.3,Elena Chen,14724823.76
1666,Wild Garden,Action,Portuguese,1997,3.4,Emma Kapoor,4969715.64
1667,Sacred Heart,Thriller,German,2008,6.4,Chris Reddy,5629640.41
1668,Silent Flame,Adventure,Hindi,1993,4.5,Hana Kim,925724.48
1669,Endless River,Fantasy,Hindi,2007,7.7,Anjali Sharma,2312202.48
1670,Shattered Voyage,Sci-Fi,Japanese,1985,2.5,Maria Sharma,2639233.15
1671,Sacred Horizon,Animation,Hindi,2000,3.8,Anjali Lee,19925693.22
1672,Sacred Truth,Fantasy,English,1991,5.6,Arjun Fernandes,5970453.43
1673,Lost War,Drama,English,1994,4.9,Arjun Watanabe,6340031.35
1674,Eternal Island,Action,English,2014,8.4,Sanjay Rossi,10971713.15
1675,Sacred City,Thriller,German,1993,8.2,Nina Sharma,15119273.33
1676,Frozen Horizon,Crime,Italian,2008,2.1,Luis Rossi,2882964.23
1677,Wild Garden,Horror,Telugu,1998,9.2,Priya Lee,13157788.55
1678,Distant Truth,Fantasy,French,1984,3.9,Carlos Kapoor,13740784.19
1679,Midnight Dream,Horror,Hindi,1992,3.2,Michael Wong,149118527.5
1680,Last Voyage,Sci-Fi,Japanese,2001,9.3,Hana Garcia,12475123.45
1681,Forgotten Storm,Horror,French,2022,2.9,Chris Watanabe,13993371.34
1682,Lost Storm,Sci-Fi,Telugu,2003,4.5,Carlos Costa,18096453.83
1683,Burning Kingdom,Horror,Hindi,1986,2.8,Maria Wong,749986.03
1684,Midnight Voyage,Thriller,English,1981,7.9,Yuki Garcia,15322786.53
1685,Crimson River,Fantasy,Spanish,2003,6.1,Nina Reddy,6382011.29
1686,Wild Empire,Thriller,English,2019,2.1,Hana Chen,164368571.4
1687,Hidden Legacy,Romance,Mandarin,2001,7.6,Michael Costa,9241190.84
1688,Eternal Horizon,Thriller,Hindi,2000,4,Yuki Smith,14665815.08
1689,Silent Path,Sci-Fi,English,1991,5.1,Hana Muller,14317066.86
1690,Midnight Symphony,Sci-Fi,French,1991,7.1,Yuki Patel,1034125.89
1691,Wild Voyage,Sci-Fi,English,1984,4.6,Wei Watanabe,6515876.2
1692,Rising Kingdom,Horror,English,1981,6.7,Anjali Kumar,1535349.68
1693,Silent Flame,Animation,English,1994,5.8,Michael Chen,2993414.74
1694,Lost Path,Animation,English,1983,2.3,Elena Rossi,4339783.2
1695,Secret Island,Horror,Hindi,2012,2,Aiko Fernandes,14998138.41
1696,Distant Journey,Comedy,Spanish,1998,5,Anjali Lee,19874621.38
1697,Crimson Path,Drama,Spanish,2015,7.6,James Iyer,12805418.59
1698,Wild Flame,Crime,Hindi,1992,2.4,Anjali Sharma,3782059.23
1699,Dark Journey,Sci-Fi,Japanese,2002,3.1,Maria Iyer,138442404.1
1700,Silent City,Horror,Spanish,2021,3.8,Wei Anderson,13191747.8
1701,Burning Journey,Sci-Fi,English,1982,9.4,Hana Kapoor,3568102.39
1702,Frozen Symphony,Romance,English,1989,9.2,Anjali Silva,199870845
1703,Hidden Legacy,Fantasy,Mandarin,1989,4.6,Anjali Muller,18660820.55
1704,Broken Empire,Fantasy,Hindi,2002,5.4,Priya Costa,12696604.03
1705,Golden Garden,Romance,Spanish,2000,9.2,Sofia Anderson,5283556.93
1706,Distant Symphony,Thriller,Hindi,2014,3.3,Yuki Anderson,93696726.81
1707,Distant River,Animation,Hindi,1988,3.3,Yuki Wong,4990860.69
1708,Hidden Garden,Thriller,Hindi,2002,8.7,Hana Kumar,17091527.27
1709,Midnight Shadows,Horror,Hindi,2024,4.2,Sofia Sharma,10301943.84
1710,Shattered Horizon,Documentary,English,2007,7.4,Emma Costa,2853075.97
1711,Burning Echo,Documentary,English,1981,7,Wei Costa,10589827.45
1712,Shattered Echo,Adventure,Hindi,2013,2.2,Raj Smith,474380026.7
1713,Rising Voyage,Romance,Italian,1996,5,Carlos Kumar,675657047
1714,Golden Legacy,Sci-Fi,English,2009,5.3,Wei Lee,15167037.69
1715,Crimson Kingdom,Romance,Hindi,1994,8.5,Hana Iyer,137903.2
1716,Forgotten Dream,Thriller,Spanish,1990,4.6,Wei Kim,891515.76
1717,Hidden Garden,Documentary,English,2001,9.4,Sanjay Muller,186481666.2
1718,Eternal Path,Documentary,Portuguese,2001,4.7,David Lee,4676575.86
1719,Silent River,Crime,Tamil,2026,7.6,Priya Anderson,185522669.3
1720,Midnight River,Fantasy,Mandarin,1985,7.1,Yuki Reddy,9592758.04
1721,Wild Kingdom,Comedy,Hindi,2024,8.1,Aiko Lee,772714.47
1722,Sacred Heart,Romance,English,2011,7.2,Chris Wong,81293784.33
1723,Hidden Empire,Horror,English,2005,7.5,Arjun Sharma,6966089.92
1724,Secret Dream,Adventure,Japanese,2010,7.7,Elena Reddy,94408858.84
1725,Burning Journey,Horror,English,2000,5.8,Emma Costa,1663250.68
1726,Frozen Garden,Crime,Japanese,2014,5.6,David Lee,19441729.07
1727,Burning Island,Animation,Korean,2017,6.1,David Anderson,11661120.19
1728,Burning War,Thriller,French,2012,2.6,Nina Wong,6177345.35
1729,Endless River,Documentary,French,2006,4.4,Elena Costa,2158336.7
1730,Silent Shadows,Drama,Spanish,1997,3.5,Maria Fernandes,13463886.05
1731,Midnight River,Horror,Korean,2025,9.1,Luis Garcia,974956.29
1732,Dark Truth,Comedy,French,1991,6.2,Arjun Rossi,2471360.68
1733,Rising Empire,Animation,Hindi,2020,7.7,Priya Muller,13105372.22
1734,Sacred Garden,Documentary,Tamil,2015,6,David Muller,12880235.55
1735,Midnight Horizon,Comedy,English,2023,7.8,Wei Kapoor,16208987.97
1736,Eternal Truth,Animation,Tamil,1996,8.3,Nina Watanabe,100102779.2
1737,Distant Island,Sci-Fi,Spanish,1998,4,Luis Nolan,16029479.38
1738,Crimson War,Documentary,Hindi,2017,2.1,Arjun Smith,17641891.89
1739,Last Heart,Crime,English,2024,6.6,Maria Sharma,3937708.4
1740,Sacred Garden,Romance,Mandarin,2008,7,Arjun Garcia,7043615.57
1741,Burning Echo,Sci-Fi,Hindi,2024,7.9,Aiko Sharma,6644497.09
1742,Shattered Kingdom,Thriller,Spanish,2000,7.6,Elena Watanabe,18302935.88
1743,Broken Voyage,Fantasy,Spanish,2019,2.2,Anjali Rossi,1283772158
1744,Lost Journey,Romance,Hindi,1993,4.9,Sofia Watanabe,14632833.94
1745,Shattered Symphony,Drama,English,2020,8.6,Arjun Silva,7168575.31
1746,Burning Garden,Sci-Fi,French,1984,9.2,Raj Chen,1736310.56
1747,Secret Symphony,Horror,Tamil,2011,6.7,David Anderson,64427294.36
1748,Silent Horizon,Crime,Korean,2025,7.1,Sanjay Sharma,19009100.38
1749,Midnight Horizon,Horror,Korean,2000,2.3,Arjun Rossi,7663803.1
1750,Forgotten Shadows,Documentary,English,2019,3,Luis Garcia,3799276.73
1751,Broken Journey,Animation,Korean,2023,9.1,Elena Nolan,3137435.92
1752,Lost Empire,Sci-Fi,English,1983,3.2,Anjali Lee,16790634.64
1753,Eternal City,Horror,Hindi,2001,8,Wei Lee,18388733.12
1754,Endless City,Comedy,Hindi,2004,6.9,Raj Lee,16931497.24
1755,Wild Heart,Romance,English,2005,9.3,David Costa,3041060.35
1756,Forgotten Voyage,Fantasy,French,1988,5.8,Michael Rossi,4831095.69
1757,Last Island,Animation,English,2020,3.8,Michael Wong,12502800.69
1758,Endless Empire,Documentary,Telugu,2023,7.1,Luis Nolan,8998203.92
1759,Wild River,Adventure,English,1988,2.4,Nina Lee,6869002.86
1760,Midnight Dream,Documentary,English,1987,9.4,Emma Chen,7171313.51
1761,Eternal Island,Thriller,English,2013,4.9,Anjali Kapoor,17996481.68
1762,Burning Voyage,Horror,Hindi,1999,4.3,Emma Kumar,135828543.2
1763,Frozen War,Sci-Fi,Tamil,1986,4.1,Sofia Silva,1713901.48
1764,Last Legacy,Adventure,Korean,2001,3.3,Aiko Smith,16053470.96
1765,Distant War,Sci-Fi,Spanish,2000,8.2,Nina Kim,10990762.48
1766,Forgotten Shadows,Action,Japanese,1993,8.2,Sofia Kapoor,15723509.04
1767,Wild Dream,Thriller,Italian,1991,6.3,Wei Garcia,10539053.26
1768,Secret River,Adventure,Japanese,2022,8.6,Nina Lee,10025637.33
1769,Lost Path,Comedy,Mandarin,1982,9.2,Elena Chen,702467.86
1770,Sacred Journey,Adventure,Hindi,2012,6.3,Aiko Reddy,11223593.71
1771,Forgotten River,Horror,Hindi,2020,7.4,Elena Rossi,9224962.38
1772,Secret Dream,Action,English,1982,3.8,Wei Lee,2443512.59
1773,Shattered Flame,Drama,Hindi,1994,8.9,Hana Patel,80425547.74
1774,Distant Voyage,Animation,French,1982,3,Luis Silva,85942218.73
1775,Burning Legacy,Animation,French,2013,4.3,Nina Kumar,7121377.62
1776,Distant War,Animation,English,2014,3.2,Elena Kapoor,113345274.4
1777,Shattered Garden,Crime,Korean,2004,5.9,Sofia Sharma,87926775.54
1778,Broken Kingdom,Fantasy,Japanese,1993,4.1,Sofia Smith,4494918.8
1779,Hidden Symphony,Thriller,English,2025,6,Anjali Sharma,4104775.03
1780,Rising Island,Documentary,Portuguese,1981,2.3,Maria Kapoor,11320312.52
1781,Wild Empire,Adventure,Portuguese,2007,6.8,Arjun Sharma,2226198.65
1782,Frozen Journey,Fantasy,Hindi,1999,4.4,Carlos Silva,19807751.47
1783,Wild Garden,Sci-Fi,English,2015,5.1,Nina Sharma,16866492.55
1784,Secret Flame,Sci-Fi,German,1999,6.8,Maria Fernandes,116201984.4
1785,Dark War,Thriller,Japanese,2025,7.8,Chris Watanabe,112222.66
1786,Wild Journey,Thriller,Italian,1990,5.9,Aiko Reddy,15363370.6
1787,Forgotten City,Comedy,German,2010,2.1,Michael Smith,11757875.55
1788,Midnight Legacy,Fantasy,Korean,1981,4.3,Arjun Nolan,85962979.07
1789,Broken Kingdom,Sci-Fi,Italian,2000,8.7,Maria Watanabe,10025337.37
1790,Secret War,Action,Tamil,1995,3,Chris Garcia,7785766.6
1791,Forgotten Island,Animation,English,2003,4.9,Luis Rossi,9978265.99
1792,Wild Echo,Drama,Korean,2011,3,Aiko Lee,18618822.73
1793,Midnight Empire,Action,Spanish,1991,3.7,Michael Muller,510417.88
1794,Hidden Dream,Horror,Tamil,2017,7.2,Chris Anderson,6350142.37
1795,Wild Empire,Documentary,Spanish,1998,2.8,Raj Costa,1826720.81
1796,Silent Dream,Comedy,Portuguese,1987,2.9,Nina Reddy,91337095.14
1797,Crimson Truth,Animation,Spanish,2012,2.6,James Patel,1402821.09
1798,Shattered River,Adventure,English,2015,5.4,Hana Kapoor,8834227.67
1799,Shattered Path,Fantasy,English,1988,9.4,David Anderson,852844616
1800,Crimson Horizon,Drama,English,2010,9.3,Hana Watanabe,3913788.26
1801,Forgotten Journey,Action,French,1990,4.1,David Reddy,1563801.71
1802,Secret Kingdom,Fantasy,German,2026,7.4,Priya Iyer,14447393.47
1803,Shattered Flame,Crime,Japanese,2007,7.9,Aiko Kim,7464103.24
1804,Endless Legacy,Sci-Fi,Japanese,2017,7.3,Raj Kumar,28887579.62
1805,Eternal Flame,Fantasy,Korean,2023,4.2,Nina Fernandes,7249791.64
1806,Rising Journey,Drama,Japanese,2005,7.7,Raj Smith,12566577.44
1807,Broken Dream,Animation,Spanish,2025,6.2,James Iyer,100638969.5
1808,Sacred Voyage,Comedy,Spanish,2003,8.9,Arjun Chen,16427631.77
1809,Endless Path,Sci-Fi,English,2006,4.3,Chris Lee,10248393.31
1810,Secret City,Drama,Telugu,1984,7,Sofia Anderson,15224006.66
1811,Golden Shadows,Crime,English,1993,8,Arjun Rossi,18790685
1812,Secret Garden,Drama,Hindi,2003,3.7,Anjali Rossi,17380613.28
1813,Hidden Symphony,Action,Italian,1992,7.7,Maria Kim,9314261.18
1814,Frozen Storm,Comedy,Hindi,2017,3.5,Michael Nolan,4234891.4
1815,Frozen Symphony,Romance,English,2025,3.7,Sofia Kapoor,55318451.46
1816,Endless Voyage,Action,Japanese,2014,6.3,Chris Muller,12117788.12
1817,Lost Path,Sci-Fi,Hindi,1998,5.7,Hana Watanabe,1929921457
1818,Endless War,Action,Hindi,2026,3.2,Sofia Reddy,49618498.84
1819,Endless Legacy,Thriller,English,1992,7.9,Aiko Patel,12743044.12
1820,Midnight Shadows,Fantasy,Portuguese,2019,5.5,Sofia Nolan,13386936.58
1821,Dark Shadows,Sci-Fi,Hindi,1998,2.7,Sofia Iyer,4493630.94
1822,Frozen Path,Thriller,English,2022,8.2,Anjali Garcia,12646185.97
1823,Rising Dream,Comedy,English,1997,6.8,Wei Lee,16928740.64
1824,Silent Storm,Action,French,2022,9.4,Wei Costa,1603402536
1825,Wild Journey,Fantasy,Japanese,2009,9.3,Chris Chen,9766935.92
1826,Sacred Echo,Thriller,Mandarin,2020,2.4,Anjali Fernandes,7616581.44
1827,Distant Heart,Horror,Telugu,2003,9.4,Wei Kumar,18626114.76
1828,Rising Shadows,Thriller,Hindi,1988,8.1,Sofia Chen,17905722.4
1829,Distant River,Adventure,Korean,1989,9.5,Yuki Sharma,12958870.81
1830,Burning Legacy,Animation,Tamil,1984,5.1,Chris Wong,5956741.69
1831,Distant Garden,Comedy,Mandarin,2005,3.7,David Sharma,70131301.83
1832,Frozen Echo,Thriller,Italian,2008,5.8,Maria Chen,5069693.78
1833,Lost Path,Adventure,Portuguese,1985,6.1,Michael Kim,2230450739
1834,Crimson Dream,Thriller,French,2005,9.3,Hana Nolan,12092319.87
1835,Dark Flame,Crime,Hindi,2019,6.2,James Smith,8305801.75
1836,Sacred Journey,Horror,English,1993,2.2,Elena Chen,19087297.54
1837,Broken River,Animation,English,2025,7,Carlos Lee,14373368.64
1838,Crimson Island,Sci-Fi,Korean,2020,2.9,Carlos Rossi,81689748.67
1839,Midnight Legacy,Adventure,Korean,1983,9.5,James Kumar,169831189
1840,Broken War,Animation,Tamil,1992,6.4,Priya Chen,6703046.92
1841,Forgotten Horizon,Drama,English,1991,5.7,Hana Nolan,18073204.2
1842,Endless Echo,Action,Telugu,2007,8,Arjun Costa,13491267.35
1843,Golden Garden,Animation,English,1993,7.7,Wei Reddy,3082699.17
1844,Lost Path,Documentary,English,1984,8,Raj Rossi,9278170.12
1845,Wild Storm,Sci-Fi,Japanese,2015,2.9,Raj Costa,2658317.61
1846,Lost Truth,Horror,Hindi,1989,9.3,Emma Kumar,4398161.89
1847,Forgotten Horizon,Thriller,German,2007,4.8,Hana Chen,10899007.76
1848,Rising Island,Romance,German,1980,3.8,Luis Rossi,2438566.77
1849,Midnight Journey,Drama,Tamil,2022,6.8,Priya Costa,11929473.07
1850,Endless Empire,Action,Mandarin,2017,9.2,Yuki Watanabe,11887601.98
1851,Sacred River,Crime,Hindi,1984,5.8,Chris Nolan,51871122.02
1852,Frozen Island,Horror,Mandarin,2009,7.8,Carlos Kapoor,2757180.26
1853,Distant River,Horror,Italian,1987,4.7,Nina Kapoor,5782537.74
1854,Forgotten Voyage,Fantasy,Korean,2009,2.3,Yuki Muller,15736696.99
1855,Sacred Journey,Documentary,Hindi,2006,5.7,Raj Patel,17904391.07
1856,Eternal Heart,Crime,English,2015,6.1,David Silva,8987996.66
1857,Golden Shadows,Romance,Hindi,1993,4.1,Elena Watanabe,4514388.1
1858,Endless Horizon,Fantasy,English,1981,6.6,Arjun Anderson,8772386.43
1859,Forgotten Dream,Animation,German,2016,8.2,Hana Lee,18424052.5
1860,Frozen Shadows,Documentary,Hindi,1986,5.9,Nina Silva,4693242.14
1861,Frozen Storm,Action,English,1980,2.1,Sanjay Kumar,1689975520
1862,Silent Garden,Romance,Spanish,1991,7.1,James Patel,159085712.7
1863,Hidden Heart,Horror,Hindi,1989,4.5,Raj Nolan,3046145.79
1864,Broken Heart,Fantasy,English,2004,4.2,Chris Costa,144234107.4
1865,Golden Legacy,Adventure,English,2012,8.5,Nina Anderson,18518823.84
1866,Crimson Legacy,Action,Italian,1991,2.6,Luis Anderson,10460645.49
1867,Wild Shadows,Horror,Hindi,1984,9.2,Chris Kumar,18265422.77
1868,Frozen Storm,Fantasy,French,1997,3.7,Arjun Garcia,2317172.95
1869,Secret Empire,Fantasy,English,2026,4,Nina Kim,7852437.51
1870,Shattered Path,Romance,English,2014,6.4,David Iyer,1429833.72
1871,Broken Path,Drama,German,2017,4.4,David Fernandes,16071733.19
1872,Endless City,Animation,Korean,1992,9,Sanjay Fernandes,25063808.48
1873,Rising Echo,Sci-Fi,English,1999,8,David Sharma,19314198.58
1874,Distant Island,Comedy,Hindi,2005,9.3,Luis Muller,19999336.14
1875,Burning Truth,Romance,Spanish,1995,4.7,Aiko Costa,16553247.6
1876,Dark Symphony,Fantasy,English,1992,7,Raj Lee,17082066.9
1877,Hidden Horizon,Romance,Telugu,1996,2.6,David Smith,4602311.38
